GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
argouml-app,org.argouml.ui,SwingWorker,162,0,10,0,58,0,19,0,14,0
argouml-app,org.argouml.ui,GotoDialog,84,0,2,0,20,0,4,0,3,0
argouml-app,org.argouml.ui,SystemInfoDialog,399,0,10,0,61,0,11,0,6,0
argouml-app,org.argouml.ui,SettingsDialog,203,0,20,0,62,0,24,0,14,0
argouml-app,org.argouml.ui,SystemInfoDialog.new WindowAdapter() {...},10,0,0,0,3,0,2,0,2,0
argouml-app,org.argouml.ui,ArgoToolbarManager.ToolbarManagerMenuItemAction,57,0,4,0,15,0,6,0,4,0
argouml-app,org.argouml.ui,SystemInfoDialog.new ActionListener() {...},11,0,0,0,3,0,2,0,2,0
argouml-app,org.argouml.ui,SystemInfoDialog.new ActionListener() {...},11,0,0,0,3,0,2,0,2,0
argouml-app,org.argouml.ui,StatusBar,219,0,2,0,58,0,16,0,15,0
argouml-app,org.argouml.ui,SplashPanel,38,0,2,0,11,0,3,0,2,0
argouml-app,org.argouml.ui,ExceptionDialog.new WindowAdapter() {...},10,0,0,0,3,0,2,0,2,0
argouml-app,org.argouml.ui,ExceptionDialog.new HyperlinkListener() {...},11,0,0,0,3,0,2,0,2,0
argouml-app,org.argouml.ui,ExceptionDialog.new ActionListener() {...},11,0,0,0,3,0,2,0,2,0
argouml-app,org.argouml.ui,ZoomSliderButton.MyMouseListener,49,0,8,0,12,0,8,0,4,0
argouml-app,org.argouml.ui,ZoomSliderButton,335,0,20,0,81,0,17,0,7,0
argouml-app,org.argouml.ui,SettingsTabUser,240,0,2,0,63,0,9,0,8,0
argouml-app,org.argouml.ui,StylePanelFigText,704,0,64,0,158,0,42,0,10,0
argouml-app,org.argouml.ui,ArgoToolbarManager.ToolbarManagerMenuItemAction.new Runnable() {...},41,0,2,0,11,0,3,0,2,0
argouml-app,org.argouml.ui,ProjectActions,236,0,42,0,81,0,33,0,12,0
argouml-app,org.argouml.ui,ContextActionFactoryManager,64,0,8,0,20,0,10,0,6,0
argouml-app,org.argouml.ui,MenuBar14,156,0,0,0,41,0,2,0,2,0
argouml-app,org.argouml.ui,StylePanelFigRRect,107,0,8,0,31,0,8,0,4,0
argouml-app,org.argouml.ui,SettingsTabEnvironment,404,0,6,0,98,0,11,0,8,0
argouml-app,org.argouml.ui,ProjectBrowser.TitleHandler,127,0,22,0,30,0,15,0,4,0
argouml-app,org.argouml.ui,ProjectSettingsDialog.new ActionListener() {...},10,0,0,0,3,0,2,0,2,0
argouml-app,org.argouml.ui,ProjectSettingsDialog.new ActionListener() {...},10,0,0,0,3,0,2,0,2,0
argouml-app,org.argouml.ui,ShadowComboBox,37,0,0,0,12,0,1,0,1,0
argouml-app,org.argouml.ui,TreeModelComposite,127,0,14,0,34,0,16,0,9,0
argouml-app,org.argouml.ui,SettingsTabProfile.new ItemListener() {...},41,0,6,0,17,0,6,0,2,0
argouml-app,org.argouml.ui,SettingsTabProfile.new FileFilter() {...},11,0,0,0,3,0,3,0,3,0
argouml-app,org.argouml.ui,ActionExportXMI,81,0,6,0,26,0,5,0,2,0
argouml-app,org.argouml.ui,ProjectSettingsDialog,295,0,36,0,89,0,34,0,16,0
argouml-app,org.argouml.ui,ArgoJFontChooser,615,0,12,0,137,0,17,0,11,0
argouml-app,org.argouml.ui,ActionCreateContainedModelElement,60,0,0,0,19,0,4,0,4,0
argouml-app,org.argouml.ui,HelpBox,284,0,6,0,48,0,6,0,3,0
argouml-app,org.argouml.ui,ProjectBrowser.Position,0,57,0,0,0,3,0,1,0,1
argouml-app,org.argouml.ui,MenuBarFactory,17,0,2,0,4,0,3,0,2,0
argouml-app,org.argouml.profile,UserDefinedProfile.UserDefinedFigNodeStrategy,17,11,0,0,3,2,2,1,2,1
argouml-app,org.argouml.profile,UserProfileReference,0,24,0,0,0,5,0,2,0,2
argouml-app,org.argouml.profile,UserDefinedProfileHelper,50,90,12,10,14,21,10,5,2,2
argouml-app,org.argouml.profile,ZipModelLoader,138,0,10,0,33,0,9,0,4,0
argouml-app,org.argouml.profile,UserDefinedProfile.NullProfileManager,26,0,0,0,14,0,14,0,14,0
argouml-app,org.argouml.profile,UserDefinedProfileHelper.new FileFilter() {...},39,0,14,0,7,0,10,0,3,0
argouml-app,org.argouml.profile,ProfileReference,2,45,2,4,0,10,2,5,0,4
argouml-app,org.argouml.profile,UserDefinedProfile,732,372,119,33,187,99,77,27,11,17
argouml-app,org.argouml.profile,FileModelLoader,7,30,0,0,2,8,0,3,0,3
argouml-app,org.argouml.profile,Profile,15,75,2,4,5,24,5,12,3,11
argouml-app,org.argouml.profile,ProfileFacade,6,82,1,7,2,25,2,13,1,10
argouml-app,org.argouml.profile,UserDefinedProfile.FigNodeDescriptor,19,0,6,0,2,0,5,0,2,0
argouml-app,org.argouml.profile,URLModelLoader,56,47,4,4,12,14,4,4,1,3
argouml-app,org.argouml.profile,ProfileException,13,0,0,0,6,0,3,0,3,0
argouml-app,org.argouml.profile,ResourceModelLoader,6,28,0,0,3,7,1,3,1,3
argouml-app,org.argouml.profile,CoreProfileReference,25,52,3,7,3,7,4,4,1,2
argouml-app,org.argouml.profile,ReaderModelLoader,16,38,1,1,4,13,1,3,0,3
argouml-app,org.argouml.profile,StreamModelLoader,44,0,2,0,13,0,4,0,3,0
argouml-app,org.argouml.configuration,ConfigurationKeyImpl,73,91,2,0,10,14,5,5,4,5
argouml-app,org.argouml.configuration,ConfigurationProperties,215,120,23,3,58,29,18,7,5,7
argouml-app,org.argouml.configuration,Configuration,67,79,0,0,20,21,15,16,15,16
argouml-app,org.argouml.configuration,ConfigurationFactory,21,24,2,2,6,10,2,3,0,3
argouml-app,org.argouml.configuration,ConfigurationHandler,205,149,38,10,66,47,36,17,15,14
argouml-app,org.argouml.uml.diagram.collaboration.ui,FigClassifierRole,151,245,18,8,37,57,21,10,8,10
argouml-app,org.argouml.uml.diagram.collaboration.ui,UMLCollaborationDiagram,691,125,73,11,151,44,62,11,24,7
argouml-app,org.argouml.uml.diagram.collaboration.ui,CollabDiagramRenderer,199,13,27,1,42,3,17,2,3,2
argouml-app,org.argouml.uml.diagram.collaboration.ui,CollaborationDiagramPropPanelFactory,4,8,1,1,1,3,1,2,0,2
argouml-app,org.argouml.uml.diagram.collaboration.ui,InitCollaborationDiagram,6,10,0,0,3,4,3,2,3,2
argouml-app,org.argouml.uml.diagram.collaboration.ui,SelectionClassifierRole,168,0,10,0,40,0,16,0,11,0
argouml-app,org.argouml.uml.diagram.collaboration.ui,FigAssociationRole,0,43,0,0,0,12,0,4,0,4
argouml-app,org.argouml.uml.diagram.collaboration.ui,PropPanelUMLCollaborationDiagram,7,0,0,0,3,0,1,0,1,0
argouml-app,org.argouml.uml.diagram.collaboration.ui,FigMessageGroup,6,141,2,16,2,43,2,12,0,5
argouml-app,org.argouml.uml.diagram.collaboration.ui,ActionAddClassifierRole,32,0,2,0,12,0,3,0,2,0
argouml-app,org.argouml.application.events,ArgoDiagramAppearanceEvent,0,7,0,0,0,3,0,2,0,2
argouml-app,org.argouml.application.events,ArgoEvent,45,13,2,0,7,5,4,2,3,2
argouml-app,org.argouml.application.events,ArgoHelpEvent,3,10,0,0,1,4,1,2,1,2
argouml-app,org.argouml.application.events,ArgoEventPump,136,385,27,69,21,123,24,49,2,17
argouml-app,org.argouml.application.events,ArgoProfileEvent,0,7,0,0,0,3,0,2,0,2
argouml-app,org.argouml.application.events,ArgoStatusEvent,3,10,0,0,1,4,1,2,1,2
argouml-app,org.argouml.application.events,ArgoEventPump.Pair,30,35,3,5,4,11,4,6,2,4
argouml-app,org.argouml.application.events,ArgoEventPump.new Runnable() {...},0,20,0,0,0,3,0,2,0,2
argouml-app,org.argouml.application.events,ArgoEventPump.new Runnable() {...},20,0,0,0,3,0,2,0,2,0
argouml-app,org.argouml.application.events,ArgoGeneratorEvent,0,7,0,0,0,3,0,2,0,2
argouml-app,org.argouml.application.events,ArgoNotationEvent,0,7,0,0,0,3,0,2,0,2
argouml-app,org.argouml.cognitive.checklist.ui,InitCheckListUI,4,16,0,0,2,5,2,3,2,3
argouml-app,org.argouml.cognitive.checklist.ui,TabChecklist,120,151,10,4,45,40,19,5,12,5
argouml-app,org.argouml.cognitive.checklist.ui,TableModelChecklist.new Runnable() {...},14,0,0,0,4,0,2,0,2,0
argouml-app,org.argouml.cognitive.checklist.ui,TableModelChecklist,174,28,32,4,50,12,24,6,7,5
argouml-app,org.argouml.moduleloader,ModuleLoader2.JarFileFilter,19,0,6,0,4,0,5,0,2,0
argouml-app,org.argouml.moduleloader,SettingsTabModules,180,0,10,0,42,0,12,0,7,0
argouml-app,org.argouml.moduleloader,ModuleStatus,33,0,2,0,15,0,9,0,8,0
argouml-app,org.argouml.moduleloader,InitModuleLoader,25,0,0,0,9,0,5,0,5,0
argouml-app,org.argouml.moduleloader,SettingsTabModules.ModuleTableModel,108,0,11,0,21,0,14,0,8,0
argouml-app,org.argouml.moduleloader,ModuleLoader2,1078,115,113,7,263,35,82,5,22,5
argouml-app,org.argouml.taskmgmt,ProgressEvent,16,0,0,0,6,0,3,0,3,0
argouml-app,org.argouml.uml,GenCompositeClasses2,101,0,16,0,27,0,13,0,5,0
argouml-app,org.argouml.uml,UUIDHelper,14,12,3,3,4,4,4,1,1,1
argouml-app,org.argouml.uml,StereotypeUtility,223,418,51,59,59,115,37,32,4,10
argouml-app,org.argouml.uml,PredicateNotInTrash,16,0,2,0,3,0,4,0,3,0
argouml-app,org.argouml.uml,TMResults,220,0,53,0,70,0,42,0,11,0
argouml-app,org.argouml.uml,DocumentationManager,393,0,80,0,107,0,50,0,10,0
argouml-app,org.argouml.uml,PredicateSearch,66,0,8,0,16,0,9,0,5,0
argouml-app,org.argouml.uml,ChildGenRelated,62,0,6,0,15,0,7,0,4,0
argouml-app,org.argouml.uml,ActionAddStereotype,160,0,22,0,43,0,16,0,5,0
argouml-app,org.argouml.uml,ProjectMemberModel,10,32,3,1,3,9,3,5,1,5
argouml-app,org.argouml.uml,GenDescendantClasses,61,0,8,0,18,0,9,0,5,0
argouml-app,org.argouml.uml,GenAncestorClasses,52,0,8,0,15,0,7,0,3,0
argouml-app,org.argouml.uml,CommentEdge,182,30,22,4,44,12,22,4,9,4
argouml-app,org.argouml.uml.generator.ui,ClassGenerationDialog.TableModelClassChecks,508,0,104,0,114,0,67,0,15,0
argouml-app,org.argouml.uml.generator.ui,ClassGenerationDialog.new ActionListener() {...},10,0,0,0,3,0,2,0,2,0
argouml-app,org.argouml.uml.generator.ui,ClassGenerationDialog.new ActionListener() {...},63,0,10,0,16,0,7,0,2,0
argouml-app,org.argouml.uml.generator.ui,ClassGenerationDialog.new ActionListener() {...},16,0,0,0,4,0,2,0,2,0
argouml-app,org.argouml.uml.generator.ui,ClassGenerationDialog.new ActionListener() {...},16,0,0,0,4,0,2,0,2,0
argouml-app,org.argouml.uml.generator.ui,ClassGenerationDialog,714,0,52,0,178,0,36,0,10,0
argouml-app,org.argouml.application.security,ArgoAwtExceptionHandler,5,0,0,0,3,0,2,0,2,0
argouml-app,org.argouml.util.osdep,OSXAdapter,291,0,26,0,60,0,24,0,11,0
argouml-app,org.argouml.util.osdep,StartBrowser,105,0,4,0,25,0,6,0,4,0
argouml-app,org.argouml.util.osdep,OSXAdapter.new OSXAdapter() {...},38,0,2,0,8,0,3,0,2,0
argouml-app,org.argouml.util.osdep,OsUtil,10,18,2,2,2,4,3,3,1,3
argouml-app,org.argouml.uml.ui.behavior.use_cases,ActionNewExtendExtensionPoint,29,0,2,0,9,0,4,0,3,0
argouml-app,org.argouml.uml.ui.behavior.use_cases,ActionAddExtendExtensionPoint,54,0,2,0,17,0,8,0,7,0
argouml-app,org.argouml.uml.ui.behavior.use_cases,ActionNewExtensionPoint,25,0,2,0,10,0,3,0,2,0
argouml-app,org.argouml.uml.ui.behavior.use_cases,ActionNewUseCase,36,0,4,0,13,0,4,0,2,0
argouml-app,org.argouml.uml.ui.behavior.use_cases,UMLExtensionPointLocationDocument,0,15,0,0,0,5,0,3,0,3
argouml-app,org.argouml.uml.ui.behavior.use_cases,ActionNewUseCaseExtensionPoint,22,0,2,0,7,0,4,0,3,0
argouml-app,org.argouml.uml.ui.behavior.use_cases,ActionNewActor,30,0,2,0,10,0,3,0,2,0
