GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
argouml-app,org.argouml.uml.diagram.static_structure.ui,SelectionClass,240,0,16,0,53,0,21,0,13,0
argouml-app,org.argouml.uml.diagram.static_structure.ui,FigStereotypeDeclaration,151,73,8,2,27,22,7,3,3,2
argouml-app,org.argouml.uml.diagram.static_structure.ui,FigInterface,220,97,33,5,41,31,21,5,3,4
argouml-app,org.argouml.uml.diagram.static_structure.ui,InitClassDiagram,6,10,0,0,3,4,3,2,3,2
argouml-app,org.argouml.uml.diagram.static_structure.ui,PackagePortFigRect,117,23,0,0,6,8,1,3,1,3
argouml-app,org.argouml.uml.diagram.static_structure.ui,FigPackage.PackageBackground,117,190,0,0,6,37,1,3,1,3
argouml-app,org.argouml.uml.diagram.static_structure.ui,StylePanelFigClass,85,41,8,0,28,12,7,1,3,1
argouml-app,org.argouml.uml.diagram.static_structure.ui,FigPackage.ShowStereotypeAction,18,0,0,0,7,0,2,0,2,0
argouml-app,org.argouml.uml.diagram.static_structure.ui,SelectionCompartmentText,14,0,0,0,7,0,6,0,6,0
argouml-app,org.argouml.uml.diagram.static_structure.ui,FigEdgeNote,73,174,21,17,27,53,29,12,12,10
argouml-app,org.argouml.uml.diagram.static_structure.ui,FigOperation,22,20,3,1,7,6,4,3,2,3
argouml-app,org.argouml.uml.diagram.static_structure.ui,SelectionClass.ModeCreateEdgeAndNodeWithComposition,15,0,0,0,5,0,2,0,2,0
argouml-app,org.argouml.uml.diagram.static_structure.ui,SelectionComment,82,0,2,0,14,0,8,0,7,0
argouml-app,org.argouml.uml.diagram.static_structure.ui,SelectionSignal,10,0,0,0,4,0,3,0,3,0
argouml-app,org.argouml.uml.diagram.static_structure.ui,FigPackage.HideStereotypeAction,18,0,0,0,7,0,2,0,2,0
argouml-app,org.argouml.uml.diagram.static_structure.ui,FigException,5,6,0,0,1,2,1,1,1,1
argouml-app,org.argouml.uml.diagram.static_structure.ui,ClassDiagramPropPanelFactory,0,12,0,2,0,4,0,3,0,2
argouml-app,org.argouml.uml.diagram.static_structure.ui,StylePanelFigPackage,96,0,6,0,27,0,6,0,3,0
argouml-app,org.argouml.uml.diagram.static_structure.ui,FigLink,77,77,15,3,28,18,15,3,6,3
argouml-app,org.argouml.uml.diagram.static_structure.ui,FigComment,412,743,72,18,120,137,59,24,20,18
argouml-app,org.argouml.uml.diagram.static_structure.ui,SelectionGeneralizableElement,134,0,10,0,25,0,13,0,8,0
argouml-app,org.argouml.uml.diagram.static_structure.ui,FigEnumerationLiteral,0,8,0,0,0,3,0,2,0,2
argouml-app,org.argouml.uml.diagram.static_structure.ui,FigFeature,29,24,2,0,10,8,4,3,3,3
argouml-app,org.argouml.uml.diagram.static_structure.ui,StylePanelFigInterface,50,21,4,0,16,6,4,1,2,1
argouml-app,org.argouml.uml.diagram.static_structure.ui,SelectionDataType,18,0,0,0,5,0,3,0,3,0
argouml-app,org.argouml.uml.diagram.static_structure.ui,UMLClassDiagram,1261,442,120,80,317,108,108,38,38,8
argouml-app,org.argouml.uml.diagram.static_structure.ui,FigAttribute,0,8,0,0,0,3,0,2,0,2
argouml-app,org.argouml.uml.diagram.static_structure.ui,SelectionEnumeration,52,0,0,0,7,0,5,0,5,0
argouml-app,org.argouml.uml.diagram.static_structure.ui,FigClass,204,74,47,3,56,25,29,5,5,4
argouml-app,org.argouml.uml.diagram.static_structure.ui,FigClassifierBox,455,90,71,7,109,27,47,6,8,6
argouml-app,org.argouml.uml.diagram.static_structure.ui,FigEnumeration,143,20,11,1,21,7,9,3,3,3
argouml-app,org.argouml.uml.diagram.static_structure.ui,SelectionInterface,147,0,16,0,31,0,16,0,8,0
argouml-app,org.argouml.uml.diagram.static_structure.ui,FigPackage.ShowVisibilityAction,18,0,0,0,7,0,2,0,2,0
argouml-app,org.argouml.uml.diagram.static_structure.ui,ClassDiagramRenderer,105,48,14,4,18,14,10,3,1,3
argouml-app,org.argouml.uml.diagram.static_structure.ui,SelectionException,10,0,0,0,4,0,3,0,3,0
argouml-app,org.argouml.uml.diagram.static_structure.ui,FigSignal,11,93,0,2,3,27,2,3,2,2
argouml-app,org.argouml.uml.diagram.static_structure.ui,FigPackage,437,650,64,14,118,125,50,20,14,17
argouml-app,org.argouml.uml.diagram.static_structure.ui,FigModel,0,79,0,0,0,13,0,2,0,2
argouml-app,org.argouml.uml.ui.model_management,ActionAddPackage,30,0,2,0,10,0,3,0,2,0
argouml-app,org.argouml.uml.ui.model_management,ActionAddPackageImport,40,0,0,0,13,0,5,0,5,0
argouml-app,org.argouml.uml.ui.model_management,ActionRemovePackageImport,15,0,0,0,6,0,2,0,2,0
argouml-app,org.argouml.util.logging,AwtExceptionHandler,22,0,0,0,10,0,4,0,4,0
argouml-app,org.argouml.util.logging,SimpleTimer.SimpleTimerEnumeration,149,0,8,0,20,0,7,0,3,0
argouml-app,org.argouml.util.logging,SimpleTimer,72,0,2,0,17,0,6,0,5,0
argouml-app,org.argouml.notation,SDNotationSettings,0,10,0,0,0,4,0,3,0,3
argouml-app,org.argouml.notation,NotationProvider,137,242,15,21,21,60,17,18,2,15
argouml-app,org.argouml.notation,Notation,5,156,1,1,2,57,2,9,1,9
argouml-app,org.argouml.notation,InitNotation,6,6,0,0,3,3,3,2,3,2
argouml-app,org.argouml.notation,NotationSettings.new Memento() {...},17,24,2,0,3,4,2,2,1,2
argouml-app,org.argouml.notation,NotationSettings.new Memento() {...},7,19,0,0,2,3,1,2,1,2
argouml-app,org.argouml.notation,NotationSettings.new Memento() {...},17,24,2,0,3,4,2,2,1,2
argouml-app,org.argouml.notation,NotationSettings.new Memento() {...},17,24,2,0,3,4,2,2,1,2
argouml-app,org.argouml.notation,NotationSettings.new Memento() {...},17,24,2,0,3,4,2,2,1,2
argouml-app,org.argouml.notation,NotationSettings.new Memento() {...},17,24,2,0,3,4,2,2,1,2
argouml-app,org.argouml.notation,NotationSettings.new Memento() {...},17,24,2,0,3,4,2,2,1,2
argouml-app,org.argouml.notation,NotationSettings.new Memento() {...},17,24,2,0,3,4,2,2,1,2
argouml-app,org.argouml.notation,NotationSettings.new Memento() {...},17,24,2,0,3,4,2,2,1,2
argouml-app,org.argouml.notation,NotationProviderFactory2,105,133,17,9,25,34,12,10,1,8
argouml-app,org.argouml.notation,NotationSettings,35,453,13,69,13,140,13,56,0,28
argouml-app,org.argouml.notation,NotationNameImpl,78,114,7,9,20,33,13,15,9,11
argouml-app,org.argouml.notation.ui,InitNotationUI,32,0,0,0,9,0,5,0,5,0
argouml-app,org.argouml.notation.ui,SettingsTabNotation,632,0,32,0,160,0,30,0,14,0
argouml-app,org.argouml.notation.ui,NotationComboBox,72,0,4,0,31,0,11,0,9,0
argouml-app,org.argouml.uml.cognitive.critics,CrMultipleInitialStates,148,30,24,0,46,11,16,3,4,3
argouml-app,org.argouml.uml.cognitive.critics,CrWrongDepEnds,203,0,42,0,64,0,26,0,5,0
argouml-app,org.argouml.uml.cognitive.critics,CrMultiComposite,21,28,6,0,7,10,5,2,2,2
argouml-app,org.argouml.uml.cognitive.critics,CrTooManyTransitions,6,60,3,5,1,18,3,4,0,3
argouml-app,org.argouml.uml.cognitive.critics,CrMissingAttrName,63,50,7,7,18,18,7,6,3,3
argouml-app,org.argouml.uml.cognitive.critics,CrNoTriggerOrGuard,103,28,28,0,32,10,15,2,1,2
argouml-app,org.argouml.uml.cognitive.critics,CrTooManyAssoc,2,46,2,4,1,15,2,4,0,3
argouml-app,org.argouml.uml.cognitive.critics,UMLWizard,53,0,8,0,20,0,10,0,6,0
argouml-app,org.argouml.uml.cognitive.critics,CrEmptyPackage,17,27,4,0,6,10,3,3,1,3
argouml-app,org.argouml.uml.cognitive.critics,CrInvalidSynch,88,25,22,0,31,9,12,2,1,2
argouml-app,org.argouml.uml.cognitive.critics,CrCircularInheritance,21,33,2,0,8,12,2,3,1,3
argouml-app,org.argouml.uml.cognitive.critics,CrTooManyStates,2,42,1,3,1,14,1,4,0,3
argouml-app,org.argouml.uml.cognitive.critics,CrOppEndVsAttr,112,34,26,0,32,12,14,2,1,2
argouml-app,org.argouml.uml.cognitive.critics,CrSubclassReference,160,31,26,0,46,11,17,2,4,2
argouml-app,org.argouml.uml.cognitive.critics,CrNoIncomingTransitions,121,22,30,0,34,8,17,2,2,2
argouml-app,org.argouml.uml.cognitive.critics,CrTooManyOper,4,58,3,7,2,19,3,5,0,3
argouml-app,org.argouml.uml.cognitive.critics,CrInvalidHistory,6,58,3,7,2,19,3,5,0,3
argouml-app,org.argouml.uml.cognitive.critics,CrNodeInsideElement,97,8,14,0,30,4,11,1,4,1
argouml-app,org.argouml.uml.cognitive.critics,CrNonAggDataType,2,25,0,0,1,9,1,2,1,2
argouml-app,org.argouml.uml.cognitive.critics,WizCueCards,48,0,4,0,11,0,8,0,6,0
argouml-app,org.argouml.uml.cognitive.critics,CrJoinIncomingTransition,40,22,8,0,14,8,5,2,1,2
argouml-app,org.argouml.uml.cognitive.critics,CrDisambigClassName,136,17,30,0,45,7,19,1,4,1
argouml-app,org.argouml.uml.cognitive.critics,CrTooManyClasses,41,25,8,0,11,9,5,2,1,2
argouml-app,org.argouml.uml.cognitive.critics,ChildGenUML,206,0,42,0,58,0,25,0,4,0
argouml-app,org.argouml.uml.cognitive.critics,WizManyNames,134,0,18,0,36,0,14,0,5,0
argouml-app,org.argouml.uml.cognitive.critics,CrClassWithoutComponent,103,8,16,0,34,4,12,1,4,1
argouml-app,org.argouml.uml.cognitive.critics,CrWrongLinkEnds,172,8,32,0,50,4,20,1,4,1
argouml-app,org.argouml.uml.cognitive.critics,CrUselessAbstract,41,28,8,0,12,10,5,2,1,2
argouml-app,org.argouml.uml.cognitive.critics,CrClassMustBeAbstract,29,25,8,0,9,9,5,2,1,2
argouml-app,org.argouml.uml.cognitive.critics,CrAssocNameConflict,51,148,13,19,15,38,13,10,2,5
argouml-app,org.argouml.uml.cognitive.critics,CrDupParamName,3,66,3,7,2,21,3,5,0,3
argouml-app,org.argouml.uml.cognitive.critics,InitCognitiveCritics,10,0,0,0,5,0,5,0,5,0
argouml-app,org.argouml.uml.cognitive.critics,CrInterfaceAllPublic,43,25,10,0,16,9,6,2,1,2
argouml-app,org.argouml.uml.cognitive.critics,WizBreakCircularComp,381,0,52,0,102,0,37,0,9,0
argouml-app,org.argouml.uml.cognitive.critics,CrUtilityViolated,78,31,16,0,23,11,9,2,1,2
argouml-app,org.argouml.uml.cognitive.critics,ClAttributeCompartment,201,0,24,0,57,0,21,0,9,0
argouml-app,org.argouml.uml.cognitive.critics,CrOppEndConflict,43,31,10,0,14,11,6,2,1,2
argouml-app,org.argouml.uml.cognitive.critics,CrAttrNameConflict,44,34,10,0,14,12,7,2,2,2
argouml-app,org.argouml.uml.cognitive.critics,CrMissingClassName,57,51,5,7,15,16,6,6,3,3
argouml-app,org.argouml.uml.cognitive.critics,CrInvalidInitial,6,52,3,5,2,17,3,4,0,3
argouml-app,org.argouml.uml.cognitive.critics,CrMissingOperName,61,50,7,7,17,17,6,6,2,3
argouml-app,org.argouml.uml.cognitive.critics,CrInstanceWithoutClassifier,114,8,20,0,39,4,14,1,4,1
argouml-app,org.argouml.uml.cognitive.critics,CrSeqInstanceWithoutClassifier,120,0,20,0,38,0,15,0,5,0
argouml-app,org.argouml.uml.cognitive.critics,CrMultipleShallowHistoryStates,148,30,24,0,46,11,16,3,4,3
argouml-app,org.argouml.uml.cognitive.critics,CrUnnavigableAssoc,40,22,8,0,13,8,6,2,2,2
argouml-app,org.argouml.uml.cognitive.critics,CrNodeInstanceInsideElement,97,8,14,0,30,4,11,1,4,1
argouml-app,org.argouml.uml.cognitive.critics,CrUselessInterface,29,28,8,0,9,10,5,2,1,2
argouml-app,org.argouml.uml.cognitive.critics,WizMEName,119,0,16,0,37,0,17,0,9,0
argouml-app,org.argouml.uml.cognitive.critics,CrUnconventionalAttrName,101,159,16,26,30,42,19,12,6,4
argouml-app,org.argouml.uml.cognitive.critics,CrUnconventionalPackName,45,110,8,18,14,32,10,10,3,4
argouml-app,org.argouml.uml.cognitive.critics,CrNameConflictAC,2,22,0,0,1,8,1,2,1,2
argouml-app,org.argouml.uml.cognitive.critics,WizTooMany,90,0,16,0,31,0,13,0,5,0
argouml-app,org.argouml.uml.cognitive.critics,CrMultipleDeepHistoryStates,148,30,24,0,47,11,16,3,4,3
argouml-app,org.argouml.uml.cognitive.critics,ProfileCodeGeneration,0,304,1,3,0,55,1,7,0,6
argouml-app,org.argouml.uml.cognitive.critics,AbstractCrUnconventionalName,0,3,0,0,0,1,0,1,0,1
argouml-app,org.argouml.uml.cognitive.critics,WizAddConstructor,84,0,8,0,29,0,9,0,5,0
argouml-app,org.argouml.uml.cognitive.critics,CrNoAssociations,87,159,34,28,30,43,25,10,0,4
argouml-app,org.argouml.uml.cognitive.critics,CrComponentWithoutNode,145,8,28,0,48,4,18,1,4,1
argouml-app,org.argouml.uml.cognitive.critics,ClOperationCompartment,163,0,18,0,49,0,18,0,9,0
argouml-app,org.argouml.uml.cognitive.critics,CrMultipleAgg,56,25,16,0,20,9,10,2,2,2
argouml-app,org.argouml.uml.cognitive.critics,CrInvalidJoinTriggerOrGuard,87,25,24,0,27,9,13,2,1,2
argouml-app,org.argouml.uml.cognitive.critics,CrNoOutgoingTransitions,126,22,34,0,36,8,19,2,2,2
argouml-app,org.argouml.uml.cognitive.critics,CrIllegalGeneralization,35,25,8,0,12,9,5,2,1,2
argouml-app,org.argouml.uml.cognitive.critics,CrMissingStateName,75,69,14,12,23,20,13,6,3,3
argouml-app,org.argouml.uml.cognitive.critics,CrNodeInstanceWithoutClassifier,117,0,18,0,39,0,14,0,5,0
argouml-app,org.argouml.uml.cognitive.critics,CrObjectWithoutClassifier,117,0,18,0,39,0,14,0,5,0
argouml-app,org.argouml.uml.cognitive.critics,CrNoInstanceVariables,127,25,32,0,41,9,21,2,5,2
argouml-app,org.argouml.uml.cognitive.critics,ClClassName,175,0,22,0,47,0,20,0,9,0
argouml-app,org.argouml.uml.cognitive.critics,CrInvalidBranch,58,22,14,0,17,8,8,2,1,2
argouml-app,org.argouml.uml.cognitive.critics,WizAddOperation,62,0,8,0,21,0,8,0,4,0
argouml-app,org.argouml.uml.cognitive.critics,CrNWayAgg,48,28,14,0,16,10,8,2,1,2
argouml-app,org.argouml.uml.cognitive.critics,CrIllegalName,55,47,16,0,15,13,10,2,2,2
argouml-app,org.argouml.uml.cognitive.critics,CrUnconventionalClassName,46,100,10,16,15,30,11,9,3,4
argouml-app,org.argouml.uml.cognitive.critics,CrNameConflict,47,108,9,13,15,29,9,8,2,4
argouml-app,org.argouml.uml.cognitive.critics,CrForkOutgoingTransition,40,22,8,0,14,8,5,2,1,2
argouml-app,org.argouml.uml.cognitive.critics,CrCircularAssocClass,40,22,10,0,14,8,6,2,1,2
argouml-app,org.argouml.uml.cognitive.critics,CrInvalidPseudoStateTrigger,55,22,14,0,18,8,8,2,1,2
argouml-app,org.argouml.uml.cognitive.critics,CrInterfaceOperOnly,31,25,8,0,10,9,5,2,1,2
argouml-app,org.argouml.uml.cognitive.critics,CrNameConfusion,278,33,58,0,75,11,39,2,10,2
argouml-app,org.argouml.uml.cognitive.critics,AbstractCrTooMany,0,12,0,0,0,5,0,4,0,4
argouml-app,org.argouml.uml.cognitive.critics,CrObjectWithoutComponent,109,8,18,0,34,4,13,1,4,1
argouml-app,org.argouml.uml.cognitive.critics,CrNoGuard,60,25,16,0,20,9,9,2,1,2
argouml-app,org.argouml.uml.cognitive.critics,CrZeroLengthEdge,18,17,4,0,7,7,3,1,1,1
argouml-app,org.argouml.uml.cognitive.critics,CrNavFromInterface,53,25,14,0,18,9,8,2,1,2
argouml-app,org.argouml.uml.cognitive.critics,CrInvalidJoin,52,22,12,0,15,8,7,2,1,2
argouml-app,org.argouml.uml.cognitive.critics,CrDupRoleNames,49,25,12,0,15,9,7,2,1,2
argouml-app,org.argouml.uml.cognitive.critics,CrInvalidForkTriggerOrGuard,112,0,24,0,36,0,15,0,3,0
argouml-app,org.argouml.uml.cognitive.critics,CrCircularComposition,118,30,12,0,30,11,11,3,5,3
argouml-app,org.argouml.uml.cognitive.critics,CrInvalidFork,52,22,12,0,15,8,7,2,1,2
argouml-app,org.argouml.uml.cognitive.critics,CrNoInitialState,6,68,4,10,3,24,4,6,0,3
argouml-app,org.argouml.uml.cognitive.critics,CrDisambigStateName,103,28,28,0,36,10,16,2,2,2
argouml-app,org.argouml.uml.cognitive.critics,CrNoOperations,124,30,32,0,39,10,21,2,5,2
argouml-app,org.argouml.uml.cognitive.critics,CrCompInstanceWithoutNode,141,8,26,0,45,4,17,1,4,1
argouml-app,org.argouml.uml.cognitive.critics,CrReservedName,105,233,22,0,30,63,16,4,5,4
argouml-app,org.argouml.uml.cognitive.critics,CrTooManyAttr,4,58,3,7,2,19,3,5,0,3
argouml-app,org.argouml.uml.cognitive.critics,CrInterfaceWithoutComponent,104,8,16,0,34,4,12,1,4,1
argouml-app,org.argouml.uml.cognitive.critics,WizAssocComposite,317,0,46,0,97,0,33,0,8,0
argouml-app,org.argouml.uml.cognitive.critics,CrMergeClasses,124,0,26,0,34,0,16,0,3,0
argouml-app,org.argouml.uml.cognitive.critics,CrCrossNamespaceAssoc,39,22,10,0,12,8,6,2,1,2
argouml-app,org.argouml.uml.cognitive.critics,CrConstructorNeeded,107,17,24,0,35,7,15,1,3,1
argouml-app,org.argouml.uml.cognitive.critics,CrProfile,33,0,4,0,7,0,4,0,2,0
argouml-app,org.argouml.uml.cognitive.critics,ProfileGoodPractices,0,167,1,3,0,32,1,7,0,6
argouml-app,org.argouml.uml.cognitive.critics,CrUML,154,56,20,0,40,13,18,6,8,6
argouml-app,org.argouml.uml.cognitive.critics,CrConflictingComposites,66,0,16,0,27,0,10,0,2,0
argouml-app,org.argouml.uml.cognitive.critics,CrOperNameConflict,162,31,48,0,50,11,27,2,3,2
argouml-app,org.argouml.uml.cognitive.critics,CrComponentInstanceWithoutClassifier,117,0,18,0,42,0,14,0,5,0
argouml-app,org.argouml.uml.cognitive.critics,CrNoTransitions,94,28,30,0,24,10,16,2,1,2
argouml-app,org.argouml.uml.cognitive.critics,WizNavigable,251,0,36,0,62,0,25,0,7,0
argouml-app,org.argouml.uml.cognitive.critics,CrFinalSubclassed,24,33,6,0,6,11,4,2,1,2
argouml-app,org.argouml.uml.cognitive.critics,ChildGenDerivedClasses,46,0,6,0,13,0,5,0,2,0
argouml-app,org.argouml.uml.cognitive.critics,WizOperName,345,0,63,0,119,0,43,0,9,0
argouml-app,org.argouml.uml.cognitive.critics,WizAddInstanceVariable,69,0,8,0,25,0,8,0,4,0
argouml-app,org.argouml.uml.cognitive.critics,CrUnconventionalOperName,172,86,30,10,50,23,24,6,6,4
argouml-app,org.argouml.uml.cognitive.critics,CrNodesOverlap,177,23,42,0,50,9,25,2,4,2
argouml-app,org.argouml.uml.cognitive.critics,CrAlreadyRealizes,27,29,4,0,8,10,3,2,1,2
argouml-app,org.argouml.cognitive.ui,GoListToTypeToItem,202,0,34,0,59,0,25,0,8,0
argouml-app,org.argouml.cognitive.ui,ToDoPane.new Runnable() {...},25,0,2,0,5,0,3,0,2,0
argouml-app,org.argouml.cognitive.ui,ToDoPane.new Runnable() {...},25,0,2,0,5,0,3,0,2,0
argouml-app,org.argouml.cognitive.ui,ToDoPane.new Runnable() {...},22,0,2,0,4,0,3,0,2,0
argouml-app,org.argouml.cognitive.ui,ToDoPane.new Runnable() {...},49,0,6,0,11,0,5,0,2,0
argouml-app,org.argouml.cognitive.ui,GoListToPosterToItem,89,0,12,0,27,0,15,0,9,0
argouml-app,org.argouml.cognitive.ui,ToDoPerspective,124,0,22,0,32,0,20,0,9,0
argouml-app,org.argouml.cognitive.ui,ToDoByOffender,346,0,32,0,105,0,22,0,6,0
argouml-app,org.argouml.cognitive.ui,ActionNewToDoItem,15,12,0,0,4,5,1,1,1,1
argouml-app,org.argouml.cognitive.ui,ToDoByPoster,305,0,32,0,92,0,22,0,6,0
argouml-app,org.argouml.cognitive.ui,ActionResolve,15,5,0,0,5,2,1,1,1,1
argouml-app,org.argouml.cognitive.ui,ActionAutoCritique,43,0,4,0,13,0,4,0,2,0
argouml-app,org.argouml.cognitive.ui,WizStepCue,152,0,0,0,40,0,1,0,1,0
argouml-app,org.argouml.cognitive.ui,KnowledgeTypeNode,100,0,2,0,20,0,6,0,5,0
argouml-app,org.argouml.cognitive.ui,WizStepChoice,295,0,10,0,79,0,8,0,3,0
argouml-app,org.argouml.cognitive.ui,ActionSnooze,19,5,2,0,8,2,2,1,1,1
argouml-app,org.argouml.cognitive.ui,DismissToDoItemDialog,307,0,2,0,82,0,8,0,7,0
argouml-app,org.argouml.cognitive.ui,GoListToDecisionsToItems,200,0,38,0,56,0,30,0,11,0
argouml-app,org.argouml.cognitive.ui,ActionOpenGoals,22,0,0,0,8,0,2,0,2,0
argouml-app,org.argouml.cognitive.ui,ToDoPane,613,0,43,0,165,0,51,0,29,0
argouml-app,org.argouml.cognitive.ui,GoListToPriorityToItem,172,0,34,0,54,0,25,0,8,0
argouml-app,org.argouml.cognitive.ui,WizStepConfirm,152,0,0,0,41,0,2,0,2,0
argouml-app,org.argouml.cognitive.ui,ActionGoToCritique,29,0,0,0,10,0,2,0,2,0
argouml-app,org.argouml.cognitive.ui,PriorityNode,64,0,2,0,21,0,7,0,6,0
argouml-app,org.argouml.cognitive.ui,ToDoItemAction,4,36,1,3,1,13,2,4,1,3
argouml-app,org.argouml.cognitive.ui,ToDoTreeRenderer,296,0,44,0,71,0,25,0,3,0
argouml-app,org.argouml.cognitive.ui,WizDescription,112,108,6,10,37,34,6,5,0,3
argouml-app,org.argouml.cognitive.ui,TabToDo,97,172,11,7,31,50,19,8,11,7
argouml-app,org.argouml.cognitive.ui,WizStepTextField,228,0,0,0,59,0,3,0,3,0
argouml-app,org.argouml.cognitive.ui,DesignIssuesDialog,434,0,11,0,113,0,11,0,4,0
argouml-app,org.argouml.cognitive.ui,ToDoByPriority,309,0,32,0,89,0,22,0,6,0
argouml-app,org.argouml.cognitive.ui,ToDoByType,274,0,32,0,80,0,22,0,6,0
argouml-app,org.argouml.cognitive.ui,ToDoByGoal,264,0,32,0,74,0,22,0,6,0
argouml-app,org.argouml.cognitive.ui,WizStep,196,236,33,5,64,54,33,7,15,6
argouml-app,org.argouml.cognitive.ui,DismissToDoItemDialog.new ActionListener() {...},20,0,0,0,5,0,2,0,2,0
argouml-app,org.argouml.cognitive.ui,DismissToDoItemDialog.new ActionListener() {...},51,0,6,0,9,0,5,0,2,0
argouml-app,org.argouml.cognitive.ui,WizStepManyTextFields,281,0,4,0,69,0,4,0,2,0
argouml-app,org.argouml.cognitive.ui,DismissToDoItemDialog.new ActionListener() {...},12,0,0,0,3,0,2,0,2,0
argouml-app,org.argouml.cognitive.ui,DismissToDoItemDialog.new ActionListener() {...},12,0,0,0,3,0,2,0,2,0
argouml-app,org.argouml.cognitive.ui,GoListToGoalsToItems,181,0,32,0,52,0,25,0,9,0
argouml-app,org.argouml.cognitive.ui,InitCognitiveUI,4,16,0,0,2,5,2,3,2,3
argouml-app,org.argouml.cognitive.ui,AddToDoItemDialog,314,0,12,0,73,0,11,0,4,0
argouml-app,org.argouml.cognitive.ui,ActionOpenDecisions,22,0,0,0,8,0,2,0,2,0
argouml-app,org.argouml.cognitive.ui,GoListToOffenderToItem,166,0,16,0,47,0,17,0,9,0
argouml-app,org.argouml.cognitive.ui,AbstractGoList2,18,0,0,0,7,0,5,0,5,0
argouml-app,org.argouml.cognitive.ui,ToDoByDecision,271,0,32,0,80,0,22,0,6,0
argouml-app,org.argouml.cognitive.ui,GoalsDialog,269,0,4,0,63,0,5,0,3,0
argouml-app,org.argouml.util,JavaRuntimeUtility,35,0,10,0,8,0,8,0,3,0
argouml-app,org.argouml.util,PredicateTrue,2,7,0,0,1,2,1,2,1,2
argouml-app,org.argouml.util,SuffixFilter,158,0,18,0,37,0,18,0,9,0
argouml-app,org.argouml.util,Tools,323,0,20,0,86,0,16,0,6,0
argouml-app,org.argouml.util,FileFilters,94,0,2,0,23,0,4,0,3,0
argouml-app,org.argouml.util,ExprSeparatorWithStrings,0,143,0,26,0,44,0,18,0,5
argouml-app,org.argouml.util,ToolBarUtility.PopupActionsListener,40,0,6,0,12,0,5,0,2,0
argouml-app,org.argouml.util,EnumerationIterator,18,0,0,0,6,0,4,0,4,0
argouml-app,org.argouml.util,MyTokenizer,0,519,2,60,0,122,2,40,0,11
argouml-app,org.argouml.util,CustomSeparator,29,90,1,7,7,20,4,9,3,6
argouml-app,org.argouml.util,ItemUID,243,99,7,11,65,28,5,12,0,8
argouml-app,org.argouml.util,QuotedStringSeparator,0,117,0,14,0,34,0,13,0,6
argouml-app,org.argouml.util,FileConstants,3,0,0,0,1,0,1,0,1,0
argouml-app,org.argouml.util,ArgoDialog,81,0,6,0,24,0,9,0,6,0
argouml-app,org.argouml.util,IteratorEnumeration,14,0,0,0,5,0,3,0,3,0
argouml-app,org.argouml.util,PredicateEquals,20,0,4,0,6,0,4,0,2,0
argouml-app,org.argouml.util,LineSeparator,0,78,0,14,0,24,0,14,0,7
argouml-app,org.argouml.util,ArgoFrame,69,0,14,0,25,0,12,0,5,0
argouml-app,org.argouml.util,KeyEventUtils,136,0,24,0,32,0,17,0,5,0
argouml-app,org.argouml.util,PredicateStringMatch,156,0,24,0,37,0,16,0,4,0
argouml-app,org.argouml.util,ToolBarUtility,226,0,30,0,52,0,21,0,6,0
argouml-app,org.argouml.util,TokenSep,19,87,1,7,1,20,1,10,0,7
argouml-app,org.argouml.util,ThreadUtils,7,3,1,1,2,2,2,1,1,1
argouml-app,org.argouml.util,CollectionUtil,48,0,10,0,15,0,8,0,3,0
argouml-app,org.argouml.util,UIUtils,23,0,0,0,6,0,2,0,2,0
argouml-app,org.argouml.util,SingleElementIterator,33,0,4,0,12,0,6,0,4,0
argouml-app,org.argouml.util,UIUtils.new AbstractAction() {...},10,0,0,0,3,0,2,0,2,0
argouml-app,org.argouml.util,PredicateType,162,0,14,0,40,0,15,0,8,0
argouml-app,org.argouml.uml.cognitive,ChildGenSearch,60,0,6,0,14,0,6,0,3,0
argouml-app,org.argouml.uml.cognitive,UMLToDoItem,183,0,38,0,50,0,30,0,11,0
argouml-app,org.argouml.uml.cognitive,UMLDecision,0,102,0,0,0,18,0,2,0,2
argouml-app,org.argouml.uml.cognitive,ProjectMemberTodoList,32,55,8,2,7,16,6,5,1,5
argouml-app,org.argouml.uml.reveng,ImportInterface.ImportException,21,0,0,0,6,0,3,0,3,0
argouml-app,org.argouml.uml.reveng,ConfigPanelExtension,438,0,14,0,120,0,14,0,7,0
argouml-app,org.argouml.uml.reveng,Import,687,0,80,0,172,0,57,0,17,0
argouml-app,org.argouml.uml.reveng,ImporterManager,54,0,2,0,15,0,8,0,7,0
argouml-app,org.argouml.uml.reveng,Setting.UniqueSelection,64,0,12,0,19,0,12,0,6,0
argouml-app,org.argouml.uml.reveng,FileImportUtils,123,0,30,0,32,0,18,0,3,0
argouml-app,org.argouml.uml.reveng,Setting,19,0,0,0,8,0,4,0,4,0
argouml-app,org.argouml.uml.reveng,ImportCommon,757,0,124,0,213,0,91,0,29,0
argouml-app,org.argouml.uml.reveng,Import.SelectedLanguageListener,65,0,2,0,16,0,4,0,3,0
argouml-app,org.argouml.uml.reveng,Import.ConfigPanelExtension,343,0,26,0,72,0,16,0,3,0
